Entity,Type,Year,Status,Performance Area,Performance Indicator,Ratings,Score
IAEA,Technical focus,2019,Finalized,Accountability,PI7 Leadership,Exceeds requirements,5
IAEA,Technical focus,2019,Finalized,Accountability,PI8 Gender-responsive performance management,Meets requirements,4
IAEA,Technical focus,2019,Finalized,Human And Financial Resources,PI9 Financial Resource Tracking,Approaches requirements,3
IAEA,Technical focus,2019,Finalized,Human And Financial Resources,PI10 Financial Resource Allocation,Missing,2
IAEA,Technical focus,2019,Finalized,Human And Financial Resources,PI11 Gender Architecture,Meets requirements,4
IAEA,Technical focus,2019,Finalized,Human And Financial Resources,PI12 Equal representation of women,Missing,2
IAEA,Technical focus,2019,Finalized,Human And Financial Resources,PI13 Organizational culture,Meets requirements,4
IAEA,Technical focus,2019,Finalized,Capacity,PI14 Capacity Assessment,Exceeds requirements,5
IAEA,Technical focus,2019,Finalized,Capacity,PI15 Capacity Development,Approaches requirements,3
IAEA,Technical focus,2019,Finalized,"Knowledge, Communication And Coherence",PI16 Knowledge and Communication,Exceeds requirements,5
IAEA,Technical focus,2019,Finalized,"Knowledge, Communication And Coherence",PI17 Coherence,Approaches requirements,3
IAEA,Technical focus,2020,Finalized,Results-Based Management,PI1 Strategic Planning Gender-Related SDG Results,Meets requirements,4
IAEA,Technical focus,2020,Finalized,Results-Based Management,PI2 Reporting on Gender-Related SDG Results,Exceeds requirements,5
IAEA,Technical focus,2020,Finalized,Results-Based Management,PI3 Programmatic Gender-Related SDG Results not Directly Captured in the Strategic Plan,Meets requirements,4
IAEA,Technical focus,2020,Finalized,Oversight,PI4 Evaluation,Meets requirements,4
IAEA,Technical focus,2020,Finalized,Oversight,PI5 Audit,Meets requirements,4
IAEA,Technical focus,2020,Finalized,Accountability,PI6 Policy,Exceeds requirements,5
IAEA,Technical focus,2020,Finalized,Accountability,PI7 Leadership,Exceeds requirements,5
IAEA,Technical focus,2020,Finalized,Accountability,PI8 Gender-responsive performance management,Meets requirements,4
IAEA,Technical focus,2020,Finalized,Human And Financial Resources,PI9 Financial Resource Tracking,Approaches requirements,3
IAEA,Technical focus,2020,Finalized,Human And Financial Resources,PI10 Financial Resource Allocation,Missing,2
IAEA,Technical focus,2020,Finalized,Human And Financial Resources,PI11 Gender Architecture,Meets requirements,4
IAEA,Technical focus,2020,Finalized,Human And Financial Resources,PI12 Equal representation of women,Approaches requirements,3
IAEA,Technical focus,2020,Finalized,Human And Financial Resources,PI13 Organizational culture,Meets requirements,4
IAEA,Technical focus,2020,Finalized,Capacity,PI14 Capacity Assessment,Exceeds requirements,5
IAEA,Technical focus,2020,Finalized,Capacity,PI15 Capacity Development,Approaches requirements,3
IAEA,Technical focus,2020,Finalized,"Knowledge, Communication And Coherence",PI16 Knowledge and Communication,Exceeds requirements,5
IAEA,Technical focus,2020,Finalized,"Knowledge, Communication And Coherence",PI17 Coherence,Approaches requirements,3
IAEA,Technical focus,2021,Finalized,Results-Based Management,PI1 Strategic Planning Gender-Related SDG Results,Meets requirements,4
IAEA,Technical focus,2021,Finalized,Results-Based Management,PI2 Reporting on Gender-Related SDG Results,Exceeds requirements,5
IAEA,Technical focus,2021,Finalized,Results-Based Management,PI3 Programmatic Gender-Related SDG Results not Directly Captured in the Strategic Plan,Meets requirements,4
IAEA,Technical focus,2021,Finalized,Oversight,PI4 Evaluation,Exceeds requirements,5
IAEA,Technical focus,2021,Finalized,Oversight,PI5 Audit,Meets requirements,4
IAEA,Technical focus,2021,Finalized,Accountability,PI6 Policy,Exceeds requirements,5
IAEA,Technical focus,2021,Finalized,Accountability,PI7 Leadership,Exceeds requirements,5
IAEA,Technical focus,2021,Finalized,Accountability,PI8 Gender-responsive performance management,Meets requirements,4
IAEA,Technical focus,2021,Finalized,Human And Financial Resources,PI9 Financial Resource Tracking,Approaches requirements,3
IAEA,Technical focus,2021,Finalized,Human And Financial Resources,PI10 Financial Resource Allocation,Missing,2
IAEA,Technical focus,2021,Finalized,Human And Financial Resources,PI11 Gender Architecture,Meets requirements,4
IAEA,Technical focus,2021,Finalized,Human And Financial Resources,PI12 Equal representation of women,Approaches requirements,3
IAEA,Technical focus,2021,Finalized,Human And Financial Resources,PI13 Organizational culture,Meets requirements,4
IAEA,Technical focus,2021,Finalized,Capacity,PI14 Capacity Assessment,Exceeds requirements,5
IAEA,Technical focus,2021,Finalized,Capacity,PI15 Capacity Development,Meets requirements,4
IAEA,Technical focus,2021,Finalized,"Knowledge, Communication And Coherence",PI16 Knowledge and Communication,Exceeds requirements,5
IAEA,Technical focus,2021,Finalized,"Knowledge, Communication And Coherence",PI17 Coherence,Approaches requirements,3
IAEA,Technical focus,2022,Finalized,Results-Based Management,PI1 Strategic Planning Gender-Related SDG Results,Meets requirements,4
IAEA,Technical focus,2022,Finalized,Results-Based Management,PI2 Reporting on Gender-Related SDG Results,Exceeds requirements,5
IAEA,Technical focus,2022,Finalized,Results-Based Management,PI3 Programmatic Gender-Related SDG Results not Directly Captured in the Strategic Plan,Meets requirements,4
IAEA,Technical focus,2022,Finalized,Oversight,PI4 Evaluation,Exceeds requirements,5
IAEA,Technical focus,2022,Finalized,Oversight,PI5 Audit,Meets requirements,4
IAEA,Technical focus,2022,Finalized,Accountability,PI6 Policy,Exceeds requirements,5
IAEA,Technical focus,2022,Finalized,Accountability,PI7 Leadership,Exceeds requirements,5
IAEA,Technical focus,2022,Finalized,Accountability,PI8 Gender-responsive performance management,Meets requirements,4
IAEA,Technical focus,2022,Finalized,Human And Financial Resources,PI9 Financial Resource Tracking,Approaches requirements,3
IAEA,Technical focus,2022,Finalized,Human And Financial Resources,PI10 Financial Resource Allocation,Missing,2
IAEA,Technical focus,2022,Finalized,Human And Financial Resources,PI11 Gender Architecture,Meets requirements,4
IAEA,Technical focus,2022,Finalized,Human And Financial Resources,PI12 Equal representation of women,Approaches requirements,3
IAEA,Technical focus,2022,Finalized,Human And Financial Resources,PI13 Organizational culture,Meets requirements,4
IAEA,Technical focus,2022,Finalized,Capacity,PI14 Capacity Assessment,Exceeds requirements,5
IAEA,Technical focus,2022,Finalized,Capacity,PI15 Capacity Development,Meets requirements,4
IAEA,Technical focus,2022,Finalized,"Knowledge, Communication And Coherence",PI16 Knowledge and Communication,Exceeds requirements,5
IAEA,Technical focus,2022,Finalized,"Knowledge, Communication And Coherence",PI17 Coherence,Approaches requirements,3
IAEA,Technical focus,2023,Finalized,Results-Based Management,PI1 Strategic Planning Gender-Related SDG Results,Meets requirements,4
IAEA,Technical focus,2023,Finalized,Results-Based Management,PI2 Reporting on Gender-Related SDG Results,Exceeds requirements,5
IAEA,Technical focus,2023,Finalized,Results-Based Management,PI3 Programmatic Gender-Related SDG Results not Directly Captured in the Strategic Plan,Meets requirements,4
IAEA,Technical focus,2023,Finalized,Oversight,PI4 Evaluation,Exceeds requirements,5
IAEA,Technical focus,2023,Finalized,Oversight,PI5 Audit,Meets requirements,4
IAEA,Technical focus,2023,Finalized,Accountability,PI6 Policy,Exceeds requirements,5
IAEA,Technical focus,2023,Finalized,Accountability,PI7 Leadership,Exceeds requirements,5
IAEA,Technical focus,2023,Finalized,Accountability,PI8 Gender-responsive performance management,Meets requirements,4
IAEA,Technical focus,2023,Finalized,Human And Financial Resources,PI9 Financial Resource Tracking,Approaches requirements,3
IAEA,Technical focus,2023,Finalized,Human And Financial Resources,PI10 Financial Resource Allocation,Missing,2
IAEA,Technical focus,2023,Finalized,Human And Financial Resources,PI11 Gender Architecture,Meets requirements,4
IAEA,Technical focus,2023,Finalized,Human And Financial Resources,PI12 Equal representation of women,Approaches requirements,3
IAEA,Technical focus,2023,Finalized,Human And Financial Resources,PI13 Organizational culture,Meets requirements,4
IAEA,Technical focus,2023,Finalized,Capacity,PI14 Capacity Assessment,Exceeds requirements,5
IAEA,Technical focus,2023,Finalized,Capacity,PI15 Capacity Development,Exceeds requirements,5
IAEA,Technical focus,2023,Finalized,"Knowledge, Communication And Coherence",PI16 Knowledge and Communication,Exceeds requirements,5
IAEA,Technical focus,2023,Finalized,"Knowledge, Communication And Coherence",PI17 Coherence,Exceeds requirements,5
IAEA,Technical focus,2024,Finalized,Results-Based Management,PI1 Strategic Planning Gender-Related SDG Results,Meets requirements,4
IAEA,Technical focus,2024,Finalized,Results-Based Management,PI2 Reporting on Gender-Related SDG Results,Exceeds requirements,5
IAEA,Technical focus,2024,Finalized,Results-Based Management,PI3 Programmatic Gender-Related SDG Results not Directly Captured in the Strategic Plan,Meets requirements,4
IAEA,Technical focus,2024,Finalized,Oversight,PI4 Evaluation,Exceeds requirements,5
IAEA,Technical focus,2024,Finalized,Oversight,PI5 Audit,Meets requirements,4
IAEA,Technical focus,2024,Finalized,Accountability,PI6 Policy,Exceeds requirements,5
IAEA,Technical focus,2024,Finalized,Accountability,PI7 Leadership,Exceeds requirements,5
IAEA,Technical focus,2024,Finalized,Accountability,PI8 Gender-responsive performance management,Meets requirements,4
IAEA,Technical focus,2024,Finalized,Human And Financial Resources,PI9 Financial Resource Tracking,Approaches requirements,3
IAEA,Technical focus,2024,Finalized,Human And Financial Resources,PI10 Financial Resource Allocation,Missing,2
IAEA,Technical focus,2024,Finalized,Human And Financial Resources,PI11 Gender Architecture,Meets requirements,4
IAEA,Technical focus,2024,Finalized,Human And Financial Resources,PI12 Equal representation of women,Approaches requirements,3
IAEA,Technical focus,2024,Finalized,Human And Financial Resources,PI13 Organizational culture,Meets requirements,4
IAEA,Technical focus,2024,Finalized,Capacity,PI14 Capacity Assessment,Exceeds requirements,5
IAEA,Technical focus,2024,Finalized,Capacity,PI15 Capacity Development,Exceeds requirements,5
IAEA,Technical focus,2024,Finalized,"Knowledge, Communication And Coherence",PI16 Knowledge and Communication,Exceeds requirements,5
IAEA,Technical focus,2024,Finalized,"Knowledge, Communication And Coherence",PI17 Coherence,Exceeds requirements,5
ICAO,Technical focus,2018,Finalized,Results-Based Management,PI1 Strategic Planning Gender-Related SDG Results,Missing,2
ICAO,Technical focus,2018,Finalized,Results-Based Management,PI2 Reporting on Gender-Related SDG Results,Meets requirements,4
ICAO,Technical focus,2018,Finalized,Results-Based Management,PI3 Programmatic Gender-Related SDG Results not Directly Captured in the Strategic Plan,Meets requirements,4
ICAO,Technical focus,2018,Finalized,Oversight,PI4 Evaluation,Not Applicable,1
ICAO,Technical focus,2018,Finalized,Oversight,PI5 Audit,Approaches requirements,3
ICAO,Technical focus,2018,Finalized,Accountability,PI6 Policy,Exceeds requirements,5
ICAO,Technical focus,2018,Finalized,Accountability,PI7 Leadership,Exceeds requirements,5
ICAO,Technical focus,2018,Finalized,Accountability,PI8 Gender-responsive performance management,Meets requirements,4
ICAO,Technical focus,2018,Finalized,Human And Financial Resources,PI9 Financial Resource Tracking,Meets requirements,4
ICAO,Technical focus,2018,Finalized,Human And Financial Resources,PI10 Financial Resource Allocation,Approaches requirements,3
ICAO,Technical focus,2018,Finalized,Human And Financial Resources,PI11 Gender Architecture,Meets requirements,4
ICAO,Technical focus,2018,Finalized,Human And Financial Resources,PI12 Equal representation of women,Approaches requirements,3
ICAO,Technical focus,2018,Finalized,Human And Financial Resources,PI13 Organizational culture,Meets requirements,4
ICAO,Technical focus,2018,Finalized,Capacity,PI14 Capacity Assessment,Approaches requirements,3
ICAO,Technical focus,2018,Finalized,Capacity,PI15 Capacity Development,Meets requirements,4
ICAO,Technical focus,2018,Finalized,"Knowledge, Communication And Coherence",PI16 Knowledge and Communication,Exceeds requirements,5
ICAO,Technical focus,2018,Finalized,"Knowledge, Communication And Coherence",PI17 Coherence,Approaches requirements,3
ICAO,Technical focus,2019,Finalized,Results-Based Management,PI1 Strategic Planning Gender-Related SDG Results,Meets requirements,4
ICAO,Technical focus,2019,Finalized,Results-Based Management,PI2 Reporting on Gender-Related SDG Results,Approaches requirements,3
ICAO,Technical focus,2019,Finalized,Results-Based Management,PI3 Programmatic Gender-Related SDG Results not Directly Captured in the Strategic Plan,Meets requirements,4
ICAO,Technical focus,2019,Finalized,Oversight,PI4 Evaluation,Missing,2
ICAO,Technical focus,2019,Finalized,Oversight,PI5 Audit,Approaches requirements,3
ICAO,Technical focus,2019,Finalized,Accountability,PI6 Policy,Exceeds requirements,5
ICAO,Technical focus,2019,Finalized,Accountability,PI7 Leadership,Meets requirements,4
ICAO,Technical focus,2019,Finalized,Accountability,PI8 Gender-responsive performance management,Approaches requirements,3
ICAO,Technical focus,2019,Finalized,Human And Financial Resources,PI9 Financial Resource Tracking,Approaches requirements,3
ICAO,Technical focus,2019,Finalized,Human And Financial Resources,PI10 Financial Resource Allocation,Approaches requirements,3
ICAO,Technical focus,2019,Finalized,Human And Financial Resources,PI11 Gender Architecture,Meets requirements,4
ICAO,Technical focus,2019,Finalized,Human And Financial Resources,PI12 Equal representation of women,Missing,2
ICAO,Technical focus,2019,Finalized,Human And Financial Resources,PI13 Organizational culture,Approaches requirements,3
ICAO,Technical focus,2019,Finalized,Capacity,PI14 Capacity Assessment,Approaches requirements,3
ICAO,Technical focus,2019,Finalized,Capacity,PI15 Capacity Development,Meets requirements,4
ICAO,Technical focus,2019,Finalized,"Knowledge, Communication And Coherence",PI16 Knowledge and Communication,Exceeds requirements,5
ICAO,Technical focus,2019,Finalized,"Knowledge, Communication And Coherence",PI17 Coherence,Approaches requirements,3
ICAO,Technical focus,2020,Finalized,Results-Based Management,PI1 Strategic Planning Gender-Related SDG Results,Meets requirements,4
ICAO,Technical focus,2020,Finalized,Results-Based Management,PI2 Reporting on Gender-Related SDG Results,Meets requirements,4
ICAO,Technical focus,2020,Finalized,Results-Based Management,PI3 Programmatic Gender-Related SDG Results not Directly Captured in the Strategic Plan,Not Applicable,1
ICAO,Technical focus,2020,Finalized,Oversight,PI4 Evaluation,Missing,2
ICAO,Technical focus,2020,Finalized,Oversight,PI5 Audit,Meets requirements,4
